OriginalID,Study,FlightID,Origin,Destination,Fleet,Carrier,Departure Time,Arrival Time,Ref Ellipsoid,SW Corner,NE Corner,Simulation Start-Time
29,NATselB_2019,125,JFK,CDG,388,AF,86400,110340,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
30,NATselB_2019,12651,MIA,LHR,789,VS,81300,110700,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
31,NATselB_2019,12926,JFK,AMS,789,KL,84600,108840,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
32,NATselB_2019,13007,JFK,MXP,330,AZ,91800,119400,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
33,NATselB_2019,13038,BOS,FCO,330,AZ,96660,124860,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
34,NATselB_2019,13100,JFK,FCO,330,AZ,81900,111480,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
35,NATselB_2019,13131,YYZ,FCO,330,AZ,95400,125880,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
36,NATselB_2019,13255,ORD,FCO,330,AZ,76200,109440,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
37,NATselB_2019,1334,YUL,CDG,77W,AC,82200,105060,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
38,NATselB_2019,1365,YYZ,CDG,77W,AC,88200,113040,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
39,NATselB_2019,14019,CLT,MAD,332,AA,84000,112380,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
40,NATselB_2019,14143,PHL,VCE,332,AA,85860,115140,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
41,NATselB_2019,14329,PHL,CDG,332,AA,94200,120000,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
42,NATselB_2019,14360,PHL,MAD,332,AA,84300,109800,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
43,NATselB_2019,14484,YUL,FCO,77W,AC,87900,115020,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
44,NATselB_2019,14501,JFK,MAD,764,DL,88200,113040,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
46,NATselB_2019,14594,JFK,NCE,764,DL,90600,118140,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
47,NATselB_2019,14656,JFK,PRG,764,DL,95400,123540,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
48,NATselB_2019,14749,ATL,DUS,764,DL,83220,114240,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
49,NATselB_2019,14811,ATL,MXP,764,DL,84000,116700,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
50,NATselB_2019,14842,ATL,MAD,764,DL,82380,112260,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
51,NATselB_2019,1485,JFK,FRA,388,SQ,93300,118680,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
52,NATselB_2019,15069,TPA,FRA,343,CL,89100,122280,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
53,NATselB_2019,15096,EWR,MAN,764,UA,87600,110880,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
54,NATselB_2019,15189,EWR,AMS,764,UA,81900,107220,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
55,NATselB_2019,15282,EWR,ZRH,764,UA,84900,112140,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
56,NATselB_2019,15344,EWR,MXP,764,UA,84900,112560,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
57,NATselB_2019,15437,IAD,BCN,764,UA,81900,109920,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
58,NATselB_2019,15468,IAD,AMS,764,UA,81300,108000,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
59,NATselB_2019,15530,EWR,MUC,764,UA,81000,108960,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
60,NATselB_2019,15592,EWR,ATH,764,UA,81600,115620,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
61,NATselB_2019,15654,BOS,LGW,789,DI,94860,116700,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
62,NATselB_2019,156,JFK,CDG,388,AF,96900,120840,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
63,NATselB_2019,1572,BOS,LHR,388,BA,87300,108840,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
65,NATselB_2019,15962,JFK,ZRH,333,LX,83400,110520,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
66,NATselB_2019,15993,JFK,ZRH,333,LX,93600,120720,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
67,NATselB_2019,16024,JFK,GVA,333,LX,87900,114600,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
68,NATselB_2019,16295,DTW,LHR,332,DL,83760,109800,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
69,NATselB_2019,16357,JFK,ZRH,332,DL,91740,118920,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
70,NATselB_2019,16636,ORD,ATH,788,AA,84900,121020,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
71,NATselB_2019,16698,ORD,FCO,788,AA,82500,114420,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
72,NATselB_2019,16729,JFK,CDG,332,DL,82500,107640,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
73,NATselB_2019,16935,IAD,CPH,333,SK,80100,108180,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
74,NATselB_2019,16990,JFK,TXL,764,DL,92400,119760,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
75,NATselB_2019,17019,YYZ,LGW,76W,WS,92700,117840,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
76,NATselB_2019,17204,BOS,AMS,76W,DL,86160,110460,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
77,NATselB_2019,17266,MSP,LHR,76W,DL,86040,114180,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
78,NATselB_2019,17297,ATL,BRU,76W,DL,82980,113940,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
79,NATselB_2019,17452,TPA,AMS,76W,DL,89520,121740,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
80,NATselB_2019,17483,DTW,FCO,76W,DL,84420,116760,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
81,NATselB_2019,17545,ATL,ZRH,76W,DL,80760,113520,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
82,NATselB_2019,17824,JFK,CPH,76W,DL,95700,122700,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
83,NATselB_2019,17855,JFK,BRU,76W,DL,88740,114480,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
84,NATselB_2019,18134,IND,CDG,76W,DL,83880,113220,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
85,NATselB_2019,1816,JFK,SVO,77W,SU,87600,118200,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
86,NATselB_2019,18227,JFK,KEF,75T,FI,91260,109500,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
87,NATselB_2019,18258,ORD,CDG,332,AF,91260,119880,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
88,NATselB_2019,18504,IAD,ZRH,788,UA,83160,110700,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
90,NATselB_2019,18721,DEN,FRA,788,UA,81900,115260,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
91,NATselB_2019,18783,BOS,CDG,76W,DL,86760,111000,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
92,NATselB_2019,187,IAD,CDG,388,AF,83160,108480,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
93,NATselB_2019,18813,ATL,VCE,76W,DL,82200,116460,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
94,NATselB_2019,18843,BOS,FRA,333,LH,97560,122880,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
95,NATselB_2019,18967,DFW,FRA,333,LH,79200,114540,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
96,NATselB_2019,19112,YUL,LYS,333,AC,87000,112260,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
97,NATselB_2019,19213,EWR,LHR,777,BA,83160,106260,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
98,NATselB_2019,19430,EWR,TXL,763,UA,82200,109620,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
99,NATselB_2019,19585,ORD,LHR,763,UA,87900,115140,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
100,NATselB_2019,19616,ORD,AMS,763,UA,86100,114480,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
101,NATselB_2019,19678,ORD,FCO,763,UA,78900,112020,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
102,NATselB_2019,19709,IAD,GVA,763,UA,81300,109500,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
103,NATselB_2019,1971,YYZ,AMS,77W,AC,93000,117720,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
104,NATselB_2019,19771,EWR,GVA,763,UA,82800,109500,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
105,NATselB_2019,19833,EWR,VCE,763,UA,86100,114780,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
106,NATselB_2019,19864,EWR,PRG,763,UA,83160,111300,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
107,NATselB_2019,19957,IAH,MUC,763,UA,80700,117900,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
108,NATselB_2019,20158,YOW,FRA,763,AC,95700,121440,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
109,NATselB_2019,20220,DTW,CDG,76W,DL,83040,110820,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
110,NATselB_2019,20251,YUL,VIE,76W,OS,85500,113700,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
111,NATselB_2019,20313,CVG,CDG,76W,DL,83040,112140,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
112,NATselB_2019,2033,YYZ,ZRH,77W,AC,83160,109800,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
113,NATselB_2019,20344,DTW,FRA,76W,DL,84900,114060,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
114,NATselB_2019,20530,YOW,LHR,763,AC,85200,108240,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
115,NATselB_2019,20561,ATL,FRA,76W,DL,82260,114480,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
116,NATselB_2019,20716,YYZ,BCN,763,AC,91260,118740,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
117,NATselB_2019,20747,JFK,VCE,76W,DL,93600,122700,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
118,NATselB_2019,20933,YYZ,VCE,763,AC,86400,115800,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
119,NATselB_2019,2095,JFK,MAN,744,VS,87900,109800,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
120,NATselB_2019,21151,PHL,BUD,763,AA,83700,114420,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
121,NATselB_2019,21182,PHL,ZRH,763,AA,85860,113520,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
122,NATselB_2019,21213,PHL,MAN,763,AA,93600,117300,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
123,NATselB_2019,21297,RDU,CDG,76W,DL,81780,110160,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
124,NATselB_2019,21447,JFK,LHR,333,VS,86400,110280,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
125,NATselB_2019,21562,SEA,CDG,76W,DL,75420,110400,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
126,NATselB_2019,21728,YUL,BRU,333,AC,89460,113340,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
127,NATselB_2019,21881,BOS,LHR,332,DL,89520,112200,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
128,NATselB_2019,21907,JFK,LHR,332,DL,88200,112140,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
129,NATselB_2019,2205,MCO,MAN,744,VS,79200,106860,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
132,NATselB_2019,22386,YVR,ZRH,788,AC,75600,109860,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
133,NATselB_2019,22489,IAH,CDG,77W,AF,78300,111300,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
134,NATselB_2019,22597,JFK,LHR,77W,AA,83400,106320,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
135,NATselB_2019,22616,DFW,LHR,77W,AA,78300,109500,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
136,NATselB_2019,22862,YYZ,CDG,772,AF,84300,109320,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
137,NATselB_2019,2293,YYZ,FCO,77W,AC,93600,122640,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
138,NATselB_2019,22943,YYZ,LHR,343,KF,84600,109200,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
139,NATselB_2019,23047,BOS,CDG,772,AF,83160,106140,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
140,NATselB_2019,23218,PHL,LHR,333,AA,87900,112440,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
141,NATselB_2019,23444,PHL,EDI,757,AA,93960,117600,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
142,NATselB_2019,2350,YUL,CDG,333,TS,96660,120420,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
143,NATselB_2019,23609,ORD,LHR,789,AA,83400,109680,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
145,NATselB_2019,23992,YUL,GVA,333,AC,93000,118440,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
147,NATselB_2019,24072,EWR,GLA,752,UA,89100,111960,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
148,NATselB_2019,24165,EWR,EDI,752,UA,90900,114000,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
149,NATselB_2019,24568,ORD,EDI,752,UA,87300,113520,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
150,NATselB_2019,24723,EWR,ARN,752,UA,80700,108420,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
152,NATselB_2019,2505,JFK,FRA,74H,LH,96900,122220,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
153,NATselB_2019,25128,RDU,LHR,772,AA,83160,108900,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
154,NATselB_2019,25299,MIA,CDG,772,AA,84600,115140,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
155,NATselB_2019,25337,PHX,LHR,772,AA,79200,114180,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
156,NATselB_2019,2536,IAD,FRA,74H,LH,83700,110460,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
157,NATselB_2019,25428,MSP,CDG,77L,DL,79500,107700,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
158,NATselB_2019,25637,ORD,LHR,763,UA,78600,105840,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
159,NATselB_2019,25668,EWR,LHR,763,UA,86400,110340,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
160,NATselB_2019,25699,EWR,LHR,763,UA,82800,106740,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
161,NATselB_2019,25820,JFK,EDI,75W,DL,94020,117060,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
163,NATselB_2019,2629,ORD,FRA,74H,LH,79200,107640,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
164,NATselB_2019,26310,LAX,AMS,74E,KL,78300,114420,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
165,NATselB_2019,26458,BOS,CDG,772,AF,97800,120840,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
166,NATselB_2019,26552,PHL,DUB,332,AA,94200,116940,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
167,NATselB_2019,26571,CLT,CDG,332,AA,78300,107160,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
168,NATselB_2019,26590,PHL,PRG,332,AA,85500,114360,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
169,NATselB_2019,26609,PHL,BCN,332,AA,86400,113520,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
170,NATselB_2019,26654,CLT,FRA,332,AA,78600,108960,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
172,NATselB_2019,27028,BOS,SNN,757,??,88200,108720,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
173,NATselB_2019,27107,MCO,MAN,744,VS,87000,114660,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
175,NATselB_2019,27432,ORD,CDG,788,AA,90300,117900,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
176,NATselB_2019,27508,DFW,CDG,788,AA,83400,116160,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
178,NATselB_2019,27609,ATL,BCN,764,DL,81540,113100,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
179,NATselB_2019,27819,ATL,AMS,777,DL,82200,111480,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
180,NATselB_2019,2815,EWR,MAD,777,UA,90300,114420,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
181,NATselB_2019,28294,JFK,FCO,772,AZ,96000,124440,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
182,NATselB_2019,28322,PDX,AMS,333,DL,76680,111060,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
184,NATselB_2019,28376,YUL,DUB,333,AC,94500,115140,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
185,NATselB_2019,28496,YYZ,CPH,77W,AC,87600,113460,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
186,NATselB_2019,28563,PHL,AMS,763,AA,86760,112440,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
187,NATselB_2019,28601,YUL,ORY,333,SS,89700,113520,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
189,NATselB_2019,28827,ORD,KRK,789,LO,84300,115680,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
190,NATselB_2019,29005,YYZ,TXL,763,AC,92400,120180,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
191,NATselB_2019,29201,YUL,CDG,77W,AF,88200,111060,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
192,NATselB_2019,29280,LAX,CDG,77L,DL,72000,109620,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
193,NATselB_2019,29346,YYZ,DUB,332,EI,82500,105240,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
194,NATselB_2019,29407,HAV,AMS,332,KL,77760,111300,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
195,NATselB_2019,29678,SLC,AMS,76W,DL,77460,112260,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
196,NATselB_2019,30035,ORD,MUC,777,UA,85860,115920,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
197,NATselB_2019,30243,YYZ,FCO,332,TS,94500,124980,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
198,NATselB_2019,30299,CUN,FRA,343,LH,84000,120720,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
199,NATselB_2019,3032,EWR,FRA,74H,LH,82800,108180,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
200,NATselB_2019,30343,YUL,LHR,788,BA,95700,117360,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
201,NATselB_2019,30623,YYZ,EDI,763,AC,86100,109140,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
202,NATselB_2019,30748,PHL,SNN,757,AA,94860,117300,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
203,NATselB_2019,31109,LAS,MAN,332,MT,78900,113940,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
204,NATselB_2019,31436,ATL,CDG,77W,AF,77760,106620,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
205,NATselB_2019,31565,EWR,NAP,763,UA,80100,110460,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
206,NATselB_2019,31677,YUL,BOD,763,AC,90000,113760,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
207,NATselB_2019,31901,IAD,KEF,76W,FI,91800,111600,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
208,NATselB_2019,32052,IAH,AMS,772,KL,75900,109200,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
209,NATselB_2019,32122,RSW,DUS,333,SN,86400,119160,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
210,NATselB_2019,32512,BOS,DUB,76W,DL,96300,117420,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
211,NATselB_2019,32694,LAS,MAN,332,VS,79500,114540,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
212,NATselB_2019,32854,ATL,FRA,333,LH,76200,108000,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
213,NATselB_2019,32887,ORD,MUC,346,LH,78300,108720,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
215,NATselB_2019,33016,JFK,BEG,332,JU,88200,119340,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
216,NATselB_2019,33230,DTW,MUC,76W,DL,82920,113340,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
217,NATselB_2019,33270,IAH,LHR,744,BA,79800,111240,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
218,NATselB_2019,33403,MCO,LGW,777,BA,89700,118680,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
219,NATselB_2019,3355,YYZ,FRA,744,LH,84000,109800,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
220,NATselB_2019,33646,JFK,AMS,333,KL,81300,106500,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
221,NATselB_2019,33783,PHL,BLQ,763,AA,85500,114660,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
223,NATselB_2019,34010,IAD,CDG,772,AF,94200,119940,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
224,NATselB_2019,34122,ATL,LHR,332,DL,82500,111540,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
226,NATselB_2019,34617,ORD,AMS,772,KL,79200,106620,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
227,NATselB_2019,34656,YUL,ATH,763,AC,93600,126300,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
228,NATselB_2019,34665,ATL,MUC,76W,DL,80700,114180,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
229,NATselB_2019,34843,MIA,LHR,77W,AA,87000,116160,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
230,NATselB_2019,35023,PUJ,ORY,333,TX,78000,108300,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
231,NATselB_2019,35099,YYZ,MAN,332,TS,87300,111120,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
232,NATselB_2019,35114,YYZ,ZAG,332,TS,94200,124620,selection-areaTime/WGS84/,minLat-35/minLon--70,maxLat-75/maxLon-5,0
